MetaCycId	Uniprot	lSpecies	lCatalyzes	Names	lGenes	Locations	Component_of	Components	Go_terms	modified_form	component_coefficients	appears_in_left_side_of	isozyme_sequence_similarity
|MONOMER-17130|		['|TAX-128002|']	['|ENZRXN-19990|']	['Protein', '(-)-bornyl diphosphate synthase', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|AT4G14940-MONOMER|	O23349	['|ORG-5993|']	['|ENZRXN-10423|', '|ENZRXN-10407|']	['copper-containing amine oxidase', 'polyamine oxidase', 'diamine oxidase', 'Protein', 'a protein']	['|AT4G14940|']	[]	[]	[]	['|GO:0005634|']	[]	[]	[]	[]
|MONOMER-14603|	Q60364	['|TAX-2190|']	[]	['RibB', '3,4-dihydroxy-2-butanone 4-phosphate synthase monomer', 'Protein', 'a protein']	['|G-11172|']	[]	['|CPLX-7775|']	[]	[]	[]	[]	[]	[]
|MONOMER-17573|	G3XD23	['|TAX-208964|']	['|ENZRXN-20714|']	['UDP-<i>N</i>-acetyl-2-amino-2-deoxyglucuronate dehydrogenase', 'Protein', 'a protein', 'WbpB']	['|G-15293|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-5403|		['|TAX-388925|']	[]	['6-aminohexanoate cyclic dimer subunit', 'NylA', 'Protein', 'a protein']	['|G-4043|']	[]	['|CPLX-4062|']	[]	[]	[]	[]	[]	[]
|G6174-MONOMER|	P77212	['|TAX-511145|']	[]	['cupric reductase RclA', 'putative pyridine nucleotide-disulfide oxidoreductase RclA', 'RclA', 'Protein', 'a protein', 'YkgC', 'putative oxidoreductase with FAD/NAD(P)-binding domain and dimerization domain; hypochlorite stress response']	['|G6174|']	[]	['|CPLX0-8542|']	[]	['|GO:0008823|', '|GO:0042803|', '|GO:0016651|', '|GO:0005623|', '|GO:0005737|', '|GO:0005829|', '|GO:1901530|', '|GO:0050660|', '|GO:0045454|', '|GO:0016668|', '|GO:0055114|', '|GO:0016491|']	[]	[]	[]	[]
|MONOMER-20013|	Q8DPD9	['|TAX-1313|']	['|ENZRXN-25125|']	['Rbo-P-Glc-AATGal-PP-undecaprenol <i>N</i>-acetyl-D-galactosamine transferase', 'Protein', 'a protein']	['|G-44713|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-19707|	Q8KB06	['|TAX-194439|']	['|ENZRXN-24593|', '|ENZRXN-24582|', '|ENZRXN-24581|', '|ENZRXN-24580|', '|ENZRXN-24579|']	['BchK', 'bacteriochlorophyll <i>c</i> synthase', 'Protein', 'a protein']	['|G-44411|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-12101|	B1VTI5	['|TAX-1911|']	['|ENZRXN-23800|', '|ENZRXN-21097|', '|ENZRXN-12679|']	['grixazone synthase', 'GriF', 'grixazone biosynthesis protein F', 'Protein', 'a protein']	['|G-9369|']	[]	[]	[]	[]	[]	[]	[]	[]
|G7859-MONOMER|	P39305	['|TAX-511145|']	['|ENZRXN0-726|']	['SgaU', 'L-ribulose-5-phosphate 3-epimerase UlaE', 'Protein', 'a protein', 'UlaE', 'YjfW']	['|G7859|']	[]	[]	[]	['|GO:0005829|', '|GO:0016853|', '|GO:0005975|', '|GO:0016861|', '|GO:0019854|', '|GO:0034015|', '|GO:0019852|']	[]	[]	[]	[]
|MONOMER-14257|	O06923	['|TAX-57040|']	['|ENZRXN-15466|']	['Protein', 'a protein', 'MadB']	['|G-10888|']	[]	['|CPLX-7676|']	[]	[]	[]	[]	[]	[]
|COMPRCOTE-MONOMER|	Q5D0X3	['|ORG-5891|']	[]	['terephthalate 1,2-dioxygenase reductase component', 'Protein', 'a protein']	['|G-10169|']	[]	['|CPLX-7482|']	[]	[]	[]	[]	[]	[]
|MONOMER18C3-9|	K4CEK6	['|TAX-4081|']	['|ENZRXN18C3-9|']	['Protein', 'a protein', 'tomatine galactoside glucosyltransferase']	['|G18C3-9|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-11637|	Q8GSN7	['|TAX-3562|']	['|ENZRXN-11982|', '|ENZRXN-11981|']	['Protein', 'gibberellin 3-oxidase', 'a protein']	['|G-9053|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-20422|	A0A1D9FLS6	['|TAX-1497|']	['|ENZRXN-26139|']	['adenosylcobinamide-GDP ribazoletransferase', 'Protein', 'CobS', 'a protein']	['|G-58210|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-15165|	Q84KS8	['|TAX-4097|']	['|ENZRXN-17007|']	['Protein', 'a protein']	['|G-11602|']	[]	[]	[]	[]	[]	[]	[]	[]
|BCRBTHAUERA-MONOMER|	O87875	['|TAX-59405|']	[]	['benzoyl-CoA reductase &beta; subunit', 'Protein', 'a protein', 'BcrB']	['|G-243|']	[]	['|CPLX-1341|']	[]	[]	[]	[]	[]	[]
|MONOMER-12657|	O59652	['|TAX-2208|']	[]	['Ech hydrogenase 55 kDa subunit', 'Protein', 'a protein', 'EchA']	['|G-9718|']	[]	['|CPLX-7206|']	[]	[]	[]	[]	[]	[]
|PSBN-MONOMER|	P26286	['|TAX-1148|']	[]	['Protein psbN', 'Protein', 'PsbN', 'a protein']	['|G-424|']	[]	['|CPLX-42|']	[]	['|GO:0042651|']	[]	[]	[]	[]
|MONOMER-8542|	Q9KJ22	['|TAX-1052|']	['|ENZRXN-8762|', '|ENZRXN-8742|']	['GSMT', 'Protein', 'a protein']	['|G-6501|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-18010|		['|TAX-18794|']	['|ENZRXN-21688|']	['UDP-glucose:cyanidin 3-<i>O</i>-&beta;-<i>D</i>-glucosyltransferase', 'Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-15711|	Q0GZS3	['|TAX-3656|']	['|ENZRXN-17930|', '|ENZRXN-17928|', '|ENZRXN-17926|']	['Protein', 'a protein']	['|G-12068|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-14753|	A5JTM5	['|TAX-72586|']	[]	['4-chlorobenzoate-coenzyme A dehalogenase monomer', 'Protein', 'FcbB', 'a protein']	['|G-11256|']	[]	['|CPLX-7825|']	[]	[]	[]	[]	[]	[]
|MONOMER-1841|	Q8VYF5	['|ORG-5993|']	[]	['At2g27450', 'Protein', 'At2g27450-monomer', 'a protein']	['|G-1261|']	[]	['|CPLX-1642|']	[]	[]	[]	[]	[]	[]
|HS01953-MONOMER|	Q9UBR1	['|TAX-9606|']	['|ENZRXN66-18081|', '|ENZRXN66-2530|']	['Beta-alanine synthase', 'BUP-1', 'Protein', '&beta;-ureidopropionase', 'a protein', 'N-carbamoyl-beta-alanine amidohydrolase']	['|HS01953|']	[]	[]	[]	['|GO:0016810|', '|GO:0006807|', '|GO:0003837|']	[]	[]	[]	[]
|MONOMER-17667|		['|TAX-4540|']	['|ENZRXN-20868|']	['Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|EG10912-MONOMER|	P0A7S9	['|TAX-511145|']	[]	['RpsM', '30S ribosomal subunit protein S13', 'Protein', 'a protein']	['|EG10912|']	[]	['|CPLX0-3953|']	[]	['|GO:0015935|', '|GO:0005515|', '|GO:0005829|', '|GO:0005840|', '|GO:0006412|', '|GO:0003735|', '|GO:0003676|', '|GO:0022627|', '|GO:0019843|', '|GO:0003723|', '|GO:0000049|']	[]	[]	[]	[]
|MONOMER-13175|	Q05592	['|TAX-90371|']	[]	['sirohydrochlorin cobaltochelatase monomer', 'Protein', 'CbiK', 'a protein']	['|G-10021|']	[]	['|CPLX-7402|']	[]	[]	[]	[]	[]	[]
|MONOMER-15323|		['|ORG-6122|']	['|ENZRXN-17374|']	['Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|HS07003-MONOMER|	Q9BZX2	['|TAX-9606|']	['|ENZRXN66-4572|', '|ENZRXN66-488|']	['uridine monophosphokinase 2', 'cytidine monophosphokinase 2', 'UCK 2', 'uridine-cytidine kinase 2', 'Protein', 'a protein']	['|HS07003|']	[]	[]	[]	['|GO:0016740|', '|GO:0009058|', '|GO:0008974|', '|GO:0005975|', '|GO:0005524|', '|GO:0004849|']	[]	[]	[]	[]
|AT1G50960-MONOMER|	Q9C6I4	['|ORG-5993|']	['|ENZRXN-11957|', '|ENZRXN-11956|']	['gibberellin 2-oxidase', 'Protein', 'a protein', 'AtGA2OX7']	['|AT1G50960|']	[]	[]	[]	[]	[]	[]	[]	[]
|G6581-MONOMER|	P75966	['|TAX-511145|']	['|ENZRXN0-2465|']	['RluE', '23S rRNA pseudouridine<sup>2457</sup> synthase', 'YmfC', 'Protein', 'a protein', 'ribosomal large subunit pseudouridine synthase E']	['|G6581|']	[]	[]	[]	['|GO:0120159|', '|GO:0009451|', '|GO:0005829|', '|GO:0016866|', '|GO:0016853|', '|GO:0006364|', '|GO:0001522|', '|GO:0003723|', '|GO:0000455|', '|GO:0009982|']	[]	[]	[]	[]
|TREHALOSEPHOSPHASYN-MONOMER|	P31678	['|TAX-511145|']	['|TREHALOSEPHOSPHASYN-ENZRXN|']	['OtsP', 'Protein', 'a protein', 'OtsB']	['|EG11752|']	[]	[]	[]	['|GO:0016311|', '|GO:0046872|', '|GO:0016787|', '|GO:0003824|', '|GO:0000287|', '|GO:0005829|', '|GO:0070415|', '|GO:0005992|', '|GO:0006970|', '|GO:0004805|']	[]	[]	[]	[]
|MONOMER-243|	P19573	['|TAX-316|']	[]	['NosZ', 'Protein', 'a protein', 'nitrous oxide reductase subunit']	['|G-255|']	[]	['|CPLX-1742|']	[]	['|GO:0042597|']	[]	[]	[]	[]
|MONOMER-20094|	Q7A649	['|TAX-1280|']	[]	['heme oxygenase (staphylobilin-producing) 1 monomer', 'Protein', 'a protein', 'IsdG']	['|G-54980|']	[]	['|CPLX-9168|']	[]	[]	[]	[]	[]	[]
|MONOMER-16128|	P21334	['|TAX-5141|']	['|ENZRXN-19212|', '|ENZRXN-19211|', '|ENZRXN-19210|', '|ENZRXN-19209|', '|ENZRXN-19208|', '|ENZRXN-18537|']	['phytoene desaturase (3,4-didehydrolycopene-forming)', 'Protein', 'albino-1 protein', 'a protein']	['|G-12432|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-13613|		['|TAX-1108|']	[]	['R-citramalyl-CoA lyase subunit', 'Protein', 'Ccl', 'a protein']	['|G-10378|']	[]	['|CPLX-7553|']	[]	[]	[]	[]	[]	[]
|MONOMER-18103|	P39889	['|TAX-1907|']	[]	['Protein', 'TcmH', 'a protein']	['|G-17613|']	[]	['|CPLX-8714|']	[]	[]	[]	[]	[]	[]
|YKL140W-MONOMER|	P34163	['|TAX-4932|']	['|ENZRXN-22482|', '|ENZRXN-22481|', '|ENZRXN3O-11366|', '|ENZRXN3O-1346|']	['steryl ester hydrolase', 'Protein', 'a protein']	['|YKL140W|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-18810|	Q0KCU4	['|TAX-381666|']	[]	['acetohydroxyacid synthase subunit B', 'Protein', 'a protein', 'IlvB']	['|G-34518|']	[]	['|CPLX-8899|']	[]	[]	[]	[]	[]	[]
|MONOMER-12230|	Q55929	['|TAX-1148|']	['|ENZRXN-12862|']	['Protein', 'a protein']	['|G-9459|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-16602|	O94218	['|TAX-5053|']	['|ENZRXN-19168|', '|ENZRXN-19152|']	['xyloglucan-specific endo-&beta;-1,4-glucanase A', 'xXyloglucanendohydrolase A', 'Protein', 'a protein', 'xyloglucanase A', 'XgeA']	['|G-14459|']	[]	[]	[]	[]	[]	[]	[]	[]
|ENSG00000055130-MONOMER|	Q13616	['|TAX-9606|']	[]	['cullin-1', 'Protein', 'CUL-1', 'a protein']	['|HS00681|']	[]	['|CPLX-9242|', '|CPLX-9241|']	[]	['|GO:1990452|', '|GO:0031625|', '|GO:0031461|', '|GO:0031146|', '|GO:0019005|', '|GO:0016567|', '|GO:0016032|', '|GO:0009887|', '|GO:0008283|', '|GO:0006915|', '|GO:0006513|', '|GO:0006511|', '|GO:0005515|', '|GO:0000082|', '|GO:0097193|', '|GO:0007049|', '|GO:0008285|', '|GO:0007050|']	[]	[]	[]	[]
|GLUCONOKINI-MONOMER|	P39208	['|TAX-511145|']	['|GLUCONOKINI-ENZRXN|']	['GntV', 'gluconokinase II', 'Protein', 'a protein', 'D-gluconate kinase, thermosensitive', 'IdnK']	['|EG12152|']	[]	[]	[]	['|GO:0005829|', '|GO:0016740|', '|GO:0016301|', '|GO:0005975|', '|GO:0016310|', '|GO:0046183|', '|GO:0046177|', '|GO:0019521|', '|GO:0005524|', '|GO:0000166|', '|GO:0046316|']	[]	[]	[]	[]
|MONOMER-19202|	P26276	['|TAX-287|']	['|ENZRXN-23669|', '|ENZRXN-23668|']	['phosphomannomutase', 'AlgC', 'Protein', 'a protein']	['|G-43921|']	[]	[]	[]	[]	[]	[]	[]	[]
|HUTIBACSU-MONOMER|	P42084	['|TAX-1423|']	['|ENZRXN-1161|']	['HutI', 'Protein', 'a protein']	['|G-304|']	[]	[]	[]	[]	[]	[]	[]	[]
|DMSA-MONOMER|	P18775	['|TAX-511145|']	[]	['dimethyl sulfoxide reductase subunit A', 'DmsA', 'Protein', 'a protein', 'dimethyl sulfoxide reductase, chain A']	['|EG10232|']	[]	['|DIMESULFREDUCT-CPLX|']	[]	['|GO:0030288|', '|GO:0043546|', '|GO:0022900|', '|GO:0031237|', '|GO:0048037|', '|GO:0055114|', '|GO:0051536|', '|GO:0046872|', '|GO:0009389|', '|GO:0005515|', '|GO:0016491|', '|GO:0005886|', '|GO:0009390|', '|GO:0051539|', '|GO:0030151|', '|GO:0016020|', '|GO:0009061|', '|GO:0009055|']	[]	[]	[]	[]
|G185E-5411-MONOMER|	P9WK13	['|TAX-83332|']	['|ENZRXN-12466|']	['Protein', 'a protein', 'Mdh']	['|G185E-5411|']	[]	[]	[]	[]	[]	[]	[]	[]
|AT3G29670-MONOMER|	Q9LRQ8	['|ORG-5993|']	['|ENZRXN-19665|', '|ENZRXN-19664|', '|ENZRXN-19663|']	['Protein', 'a protein', 'phenolic glucoside malonyltransferase']	['|AT3G29670|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER66-34369|	O75787	['|TAX-9606|']	[]	['V<sub>0</sub> complex-associated protein M8-9', '(pro)renin receptor', 'ER-localized type I transmembrane adaptor', 'ATPase H+ transporting, lysosomal accessory protein 2', 'renin receptor', 'N14F', 'ATP6M8-9', 'ATPase H(+)-transporting lysosomal-interacting protein 2', 'V-ATPase M8.9 subunit', 'renin/prorenin receptor', 'V-ATPase H<sup>+</sup> transporting, lysosomal accessory protein 2', 'Protein', 'a protein', 'embryonic liver differentiation factor 10']	['|G66-37870|']	[]	[]	[]	['|GO:0005886|']	[]	[]	[]	[]
|MONOMER-4882|		['|TAX-2271|']	['|ENZRXN-5042|']	['Protein', 'a protein', 'Gad']	['|G-3764|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-14120|	Q93X66	['|TAX-3708|']	[]	['enoyl-[acp] reductase monomer', 'Protein', 'a protein']	['|G-10792|']	[]	['|CPLX-7647|']	[]	[]	[]	[]	[]	[]
|MONOMER-20513|	Q988D3	['|TAX-381|']	[]	['Protein', 'a protein', '3-hydroxy-2-methylpyridinecarboxylate monoxygenase monomer']	['|G-58301|']	[]	['|CPLX-9295|']	[]	[]	[]	[]	[]	[]
|MONOMER-11400|		['|TAX-172057|']	['|ENZRXN-11723|']	['Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|AT5G55120-MONOMER|	Q9FLP9	['|ORG-5993|']	['|ENZRXNQT-10735|']	['galactose-1-phosphate guanylyltransferase (GDP)', 'GDP-L-galactose phosphorylase', 'Protein', 'a protein']	['|AT5G55120|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-12775|	Q84SM8	['|TAX-3329|']	['|ENZRXN-13578|', '|ENZRXN-13577|', '|ENZRXN-13576|', '|ENZRXN-13570|', '|ENZRXN-13569|', '|ENZRXN-13568|', '|ENZRXN-13567|', '|ENZRXN-13566|', '|ENZRXN-13565|']	['(+)-3-carene synthase', '3-carene synthase', 'Protein', 'a protein']	['|G-9788|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-7722|	Q8GAV9	['|TAX-213664|']	['|ENZRXN-7850|']	['CpnA', 'Protein', 'cyclopentanol dehydrogenase', 'a protein']	['|G-6081|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-17108|		['|TAX-1639|']	['|ENZRXN-19960|']	['Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|RIBAZOLEPHOSPHAT-MONOMER|	P52086	['|TAX-511145|']	['|ENZRXN0-7469|', '|RIBAZOLEPHOSPHAT-ENZRXN|']	['PhpB', 'CobC', 'Protein', 'a protein', 'putative adenosylcobalamin phosphatase/&alpha;-ribazole phosphatase']	['|G6349|']	[]	[]	[]	['|GO:0016311|', '|GO:0005829|', '|GO:0003824|', '|GO:0016787|', '|GO:0043755|', '|GO:0009236|']	[]	[]	[]	[]
|MONOMER-17556|	Q82WJ0	['|TAX-915|']	[]	['nitric oxide reductase (sNOR) B subunit', 'NorS', 'Protein', 'a protein']	['|G-15280|']	[]	['|CPLX-8529|']	[]	[]	[]	[]	[]	[]
|G3O-34275-MONOMER|	Q06510	['|TAX-4932|']	['|ENZRXN-22404|', '|ENZRXN-22403|', '|ENZRXN3O-11282|']	['Protein', 'a protein', 'lyso-phosphatidylcholine acyltransferase']	['|G3O-34275|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-15807|	Q9KQG2	['|TAX-666|']	[]	['Asd', 'Protein', 'a protein', 'aspartate-&beta;-semialdehyde dehydrogenase subunit']	['|G-12137|']	[]	['|CPLX-8127|']	[]	[]	[]	[]	[]	[]
|MONOMER-19998|		['|TAX-655816|']	['|ENZRXN-25106|']	['YwtF', 'polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TarT', 'TarT', 'Protein', 'a protein']	['|G-44698|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-12067|	P30967	['|TAX-536|']	['|ENZRXN-12628|']	['Protein', 'a protein', 'PhhA']	['|G-9342|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-18503|	Q9ZWB4	['|TAX-3702|']	['|ENZRXN-22570|', '|ENZRXN-22569|']	['anthocyanin acyltransferase', 'Protein', 'a protein']	['|G-17978|']	[]	[]	[]	[]	[]	[]	[]	[]
|G7742-MONOMER|	P64636	['|TAX-511145|']	['|ENZRXN0-6260|', '|ENZRXN0-6259|']	['Protein', 'YrfG', 'a protein', 'purine nucleotidase']	['|G7742|']	[]	[]	[]	['|GO:0008967|', '|GO:0006281|', '|GO:0005829|', '|GO:0046872|', '|GO:0016787|', '|GO:0030145|', '|GO:0016311|', '|GO:0008477|', '|GO:0000287|', '|GO:0008253|', '|GO:0050484|', '|GO:0050483|']	[]	[]	[]	[]
|CITRYLY-MONOMER|	P0A9I1	['|TAX-511145|']	[]	['citrate lyase &beta; subunit', 'citrate lyase, citryl-ACP lyase &beta; subunit', 'YbdW', 'Protein', 'a protein', 'citrate lyase citryl-acyl carrier protein lyase subunit', 'CitE']	['|G6342|']	[]	['|CITRYLY-CPLX|']	[]	['|GO:0006107|', '|GO:0000287|', '|GO:0009346|', '|GO:0006084|', '|GO:0003824|', '|GO:0008816|', '|GO:0005829|', '|GO:0046872|', '|GO:0016829|', '|GO:0008815|', '|GO:0005737|']	[]	[]	[]	[]
|MONOMER-16226|	Q9HFA4	['|TAX-5062|']	['|ENZRXN-18730|']	['XlnA', 'Protein', 'a protein', 'endo-1,4-&beta;-xylanase']	['|G-12520|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER18C3-43|	A0A0B5J4M4	['|ORG18C3-4|']	['|ENZRXN18C3-280|', '|ENZRXN18C3-87|', '|ENZRXN18C3-86|']	['sucrose acyltransferase', 'Protein', 'a protein']	['|G18C3-40|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-20406|	V5TD11	['|TAX-230521|']	[]	['hapalindole H synthase FamC2', 'Protein', 'a protein']	['|G-58194|']	[]	['|CPLX-9272|']	[]	[]	[]	[]	[]	[]
|HS03227-MONOMER|	O15327	['|TAX-9606|']	['|ENZRXN66-956|', '|ENZRXN-17108|', '|ENZRXN-17109|']	['inositol polyphosphate 4-phosphatase type II', 'Protein', 'type II inositol-polyphosphate 4-phosphatase', 'a protein']	['|HS03227|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-15146|	Q83WG2	['|TAX-171258|']	['|ENZRXN-16982|']	['Protein', 'a protein']	['|G-11585|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-12642|		['|TAX-216816|']	['|ENZRXN-13380|']	['Frk', 'Protein', 'a protein']	['|G-9704|']	[]	[]	[]	[]	[]	[]	[]	[]
|EG11237-MONOMER|	P13656	['|TAX-511145|']	['|ENZRXN0-5462|']	['endochitinase', 'YheB', 'Protein', 'ChiA', 'a protein']	['|EG11237|']	[]	[]	[]	['|GO:0016798|', '|GO:0016787|', '|GO:0004568|', '|GO:0004553|', '|GO:0003824|', '|GO:0030246|', '|GO:0005576|', '|GO:0030288|', '|GO:0008152|', '|GO:0008061|', '|GO:0005975|', '|GO:0003796|', '|GO:0000272|', '|GO:0042597|', '|GO:0008843|', '|GO:0006032|']	[]	[]	[]	[]
|PSAM-MONOMER|	P72986	['|TAX-1148|']	[]	['Photosystem I reaction center subunit XII', 'PSI-M', 'PsaM', 'Protein', 'a protein']	['|G-406|']	[]	['|CPLX-83|']	[]	['|GO:0042651|']	[]	[]	[]	[]
|MONOMER-17996|		['|TAX-3570|']	['|ENZRXN-21662|', '|ENZRXN-21661|', '|ENZRXN-21660|', '|ENZRXN-21659|', '|ENZRXN-21658|']	['Protein', 'a protein', 'anthocyanidin 3-<i>O</i>-glucoside 5-<i>O</i>-glucosyltransferase']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-20946|		['|TAX-913|']	['|ENZRXN-27324|']	['Protein', 'a protein', 'glycine dehydrogenase (cytochrome)']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-15695|	Q9S3U5	['|TAX-272559|']	[]	['HdhA', '7&alpha;-hydroxysteroid dehydrogenase subunit', 'Protein', 'a protein']	['|G-12054|']	[]	['|CPLX-8076|']	[]	[]	[]	[]	[]	[]
|MONOMER-18395|		['|TAX-1906|']	[]	['Protein', 'a protein', 'tylosin reductase large subunit']	[]	[]	['|CPLX-8799|']	[]	[]	[]	[]	[]	[]
|MONOMER-18892|	Q52008	['|TAX-13689|']	[]	['lignostilbene &alpha;,&beta;-dioxygenase &beta; subunit', 'Protein', 'a protein']	['|G-34595|']	[]	['|CPLX-8918|']	[]	[]	[]	[]	[]	[]
|HS01688-MONOMER|	P14410	['|TAX-9606|']	[]	['Protein', 'a protein', 'sucrase-isomaltase propeptide']	['|HS01688|']	[]	[]	[]	['|GO:0016021|', '|GO:0005975|', '|GO:0005903|', '|GO:0005794|', '|GO:0004575|', '|GO:0004574|', '|GO:0004553|', '|GO:0003824|']	['|MONOMER66-34443|', '|MONOMER66-34444|']	[]	[]	[]
|EG10890-MONOMER|	P0A7N4	['|TAX-511145|']	[]	['50S ribosomal subunit protein L32', 'Protein', 'a protein', 'RpmF']	['|EG10890|']	[]	['|CPLX0-3962|']	[]	['|GO:0000027|', '|GO:0000302|', '|GO:0009314|', '|GO:0005829|', '|GO:0005515|', '|GO:0015934|', '|GO:0006412|', '|GO:0003735|', '|GO:0005840|', '|GO:0022625|']	[]	[]	[]	[]
|MONOMER-13263|	O30819	['|TAX-1063|']	[]	['magnesium-chelatase 38 kDa subunit', 'BchI', 'Protein', 'a protein']	['|G-10097|']	[]	['|CPLX-7436|']	[]	[]	[]	[]	[]	[]
|MONOMER-20806|	Q5QGY3	['|TAX-62101|']	['|ENZRXN-27028|', '|ENZRXN-27029|', '|ENZRXN-27030|']	['bryostatin ployketide synthase BryA', 'Protein', 'a protein', 'BryA']	['|G-63066|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-13150|	Q988B8	['|TAX-381|']	[]	['pyridoxamine-pyruvate aminotransferase subunit', 'Protein', 'a protein']	['|G-10003|']	[]	['|CPLX-7382|']	[]	[]	[]	[]	[]	[]
|HS08030-MONOMER|	P21283	['|TAX-9606|']	[]	['V-type proton ATPase subunit C 1', 'Vacuolar proton pump subunit C 1', 'V-ATPase subunit C 1', 'H<sup>+</sup>-translocating V-ATPase subunit C1', 'Protein', 'a protein']	['|HS08030|']	[]	['|CPLX66-293|']	[]	['|GO:0005765|', '|GO:0005774|', '|GO:0005886|', '|GO:0012506|', '|GO:0016787|', '|GO:0005215|', '|GO:0005524|', '|GO:0006754|', '|GO:1902600|']	[]	[]	[]	[]
|HS06786-MONOMER|	O96000	['|TAX-9606|']	[]	['NADH-ubiquinone oxidoreductase PDSW subunit', 'CI-PDSW', 'Protein', 'a protein', 'NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10', 'Complex I-PDSW']	['|HS06786|']	[]	['|CPLX66-571|']	[]	['|GO:0070469|', '|GO:0055114|', '|GO:0032981|', '|GO:0016020|', '|GO:0008137|', '|GO:0006120|', '|GO:0005747|', '|GO:0005743|', '|GO:0005739|', '|GO:0005515|', '|GO:0016491|', '|GO:0003954|']	[]	[]	[]	[]
|AT1G43710-MONOMER|		['|ORG-5993|']	[]	['serine decarboxylase subunit', 'Protein', 'a protein']	['|AT1G43710|']	[]	['|AT1G43710-CPLX|']	[]	[]	[]	[]	[]	[]
|AT1G76680-MONOMER|		['|ORG-5993|']	['|ENZRXN1F-408|']	['At1g76680', 'OPDA reductase', '12-oxophytodienoate reductase', 'Protein', 'a protein']	['|AT1G76680|']	[]	[]	[]	[]	[]	[]	[]	[]
|THZ-KIN-MONOMER|	P76423	['|TAX-511145|']	[]	['hydroxyethylthiazole kinase', 'Protein', 'a protein', 'ThiM']	['|M007|']	[]	['|CPLX0-8211|']	[]	['|GO:0000287|', '|GO:0052673|', '|GO:0042802|', '|GO:0036172|', '|GO:0005829|', '|GO:0009229|', '|GO:0016310|', '|GO:0046872|', '|GO:0016740|', '|GO:0016301|', '|GO:0005524|', '|GO:0000166|', '|GO:0004417|', '|GO:0009228|']	[]	[]	[]	[]
|MONOMER-2363|	Q94JQ6	['|ORG-5993|']	['|ENZRXN-2503|']	['cellulose synthase (UDP-forming)', 'cellulose synthase', '&beta;-1,4-glucan synthase', 'Protein', 'a protein']	['|G-1683|']	[]	[]	[]	[]	[]	[]	[]	[]
|UDP-NACMUR-ALA-LIG-MONOMER|	P17952	['|TAX-511145|']	[]	['MurC', 'UDP-<i>N</i>-acetylmuramate&mdash;L-alanine ligase', 'Protein', 'a protein']	['|EG10619|']	[]	['|CPLX0-8014|']	[]	['|GO:0071555|', '|GO:0016874|', '|GO:0000166|', '|GO:0042803|', '|GO:0009058|', '|GO:0005515|', '|GO:0000287|', '|GO:0051301|', '|GO:0008360|', '|GO:0007049|', '|GO:0005737|', '|GO:0005524|', '|GO:0008763|', '|GO:0009252|']	[]	[]	[]	[]
|MONOMER-13592|	B8XVS5	['|TAX-1063|']	[]	['crotonyl-CoA carboxylase/reductase', 'Ccr', 'Protein', 'a protein']	['|G-10363|']	[]	['|CPLX-7544|']	[]	[]	[]	[]	[]	[]
|YJR019C-MONOMER|	P41903	['|TAX-4932|']	['|ENZRXN-21828|', '|ENZRXN3O-11400|', '|ENZRXN3O-11399|']	['acyl-CoA thioesterase', 'Protein', 'a protein']	['|YJR019C|']	[]	[]	[]	['|GO:0005777|']	[]	[]	[]	[]
